,exon_skipping,alternative_donor_site,alternative_acceptor_site,intron_retention,mutually_exclusive_exon,alternative_first_exon,alternative_last_exon,mutually_exclusive_exon-alternative_first_exon,mutually_exclusive_exon-alternative_last_exon
GO:0002701,1,0,0,0,0,0,1,0,0
GO:0086080,0,1,0,0,0,0,1,0,0
GO:0051260,2,2,0,0,0,0,2,0,1
GO:0070207,2,2,0,0,0,0,2,0,0
GO:0070206,2,2,0,0,0,0,2,0,0
GO:0034605,0,0,0,0,0,0,1,0,0
GO:0031312,0,0,0,0,0,1,0,0,0
GO:0045662,1,0,0,0,0,0,1,0,0
GO:0045661,1,0,0,0,0,0,1,0,0
GO:0005537,0,0,0,0,0,1,0,0,0
GO:0060076,0,1,0,0,0,0,0,0,0
GO:1900158,0,0,0,0,0,1,0,0,0
GO:1900157,0,0,0,0,0,1,0,0,0
GO:0061182,0,0,0,0,0,1,0,0,0
GO:0061181,0,0,0,0,0,1,0,0,0
GO:0061037,0,0,0,0,0,1,0,0,0
GO:0032331,0,0,0,0,0,1,0,0,0
GO:1902808,0,1,0,0,0,0,1,0,0
GO:0099589,1,1,1,0,0,1,0,0,0
GO:0022850,1,1,1,0,0,1,0,0,0
GO:1903351,1,1,1,0,0,1,0,0,0
GO:1903350,1,1,1,0,0,1,0,0,0
GO:0071870,1,1,1,0,0,1,0,0,0
GO:0071869,1,1,1,0,0,1,0,0,0
GO:0071868,1,1,1,0,0,1,0,0,0
GO:0071867,1,1,1,0,0,1,0,0,0
GO:0007210,1,1,1,0,0,1,0,0,0
GO:1904602,1,1,1,0,0,1,0,0,0
GO:0098665,1,1,1,0,0,1,0,0,0
GO:0008381,1,0,0,0,0,0,1,0,0
GO:0031464,1,0,0,0,0,0,1,0,0
GO:0004679,1,1,0,0,0,1,1,0,0
GO:2000222,1,1,0,0,0,0,1,0,0
GO:2000220,1,1,0,0,0,0,1,0,0
GO:2000217,1,1,0,0,0,0,1,0,0
GO:1904547,1,1,0,0,0,0,1,0,0
GO:1900436,1,1,0,0,0,0,1,0,0
GO:1900434,1,1,0,0,0,0,1,0,0
GO:1900430,1,1,0,0,0,0,1,0,0
GO:1900428,1,1,0,0,0,0,1,0,0
GO:0098743,1,1,0,0,0,0,1,0,0
GO:0098630,1,1,0,0,0,0,1,0,0
GO:0090606,1,1,0,0,0,0,1,0,0
GO:0090604,1,1,0,0,0,0,1,0,0
GO:0090033,1,1,0,0,0,0,1,0,0
GO:0071940,1,1,0,0,0,0,1,0,0
GO:0071852,1,1,0,0,0,0,1,0,0
GO:0071555,1,1,0,0,0,0,1,0,0
GO:0070786,1,1,0,0,0,0,1,0,0
GO:0070784,1,1,0,0,0,0,1,0,0
GO:0070783,1,1,0,0,0,0,1,0,0
GO:0070726,1,1,0,0,0,0,1,0,0
GO:0051703,1,1,0,0,0,0,1,0,0
GO:0051653,1,1,0,0,0,0,1,0,0
GO:0051294,1,1,0,0,0,0,1,0,0
GO:0051293,1,1,0,0,0,0,1,0,0
GO:0045913,1,1,0,0,0,0,1,0,0
GO:0045722,1,1,0,0,0,0,1,0,0
GO:0044182,1,1,0,0,0,0,1,0,0
GO:0044010,1,1,0,0,0,0,1,0,0
GO:0043255,2,1,0,0,0,0,2,0,0
GO:0042710,1,1,0,0,0,0,1,0,0
GO:0040001,1,1,0,0,0,0,1,0,0
GO:0036267,1,1,0,0,0,0,1,0,0
GO:0032109,2,1,0,0,0,0,1,1,0
GO:0032106,2,1,0,0,0,0,1,1,0
GO:0031505,1,1,0,0,0,0,1,0,0
GO:0030447,1,1,0,0,0,0,1,0,0
GO:0030010,1,1,0,0,0,0,1,0,0
GO:0010907,1,1,0,0,0,0,1,0,0
GO:0010906,1,1,0,0,0,0,1,0,0
GO:0010676,1,1,0,0,0,0,1,0,0
GO:0010675,1,1,0,0,0,0,1,0,0
GO:0010570,1,1,0,0,0,0,1,0,0
GO:0009272,1,1,0,0,0,0,1,0,0
GO:0006111,1,1,0,0,0,0,1,0,0
GO:0001403,1,1,0,0,0,0,1,0,0
GO:0000132,1,1,0,0,0,0,1,0,0
GO:0032161,1,1,0,0,0,0,1,0,0
GO:0032153,1,1,0,0,0,0,1,0,0
GO:0005935,1,1,0,0,0,0,1,0,0
GO:0005933,1,1,0,0,0,0,1,0,0
GO:0005641,1,1,0,0,0,0,1,0,0
GO:0000399,1,1,0,0,0,0,1,0,0
GO:0000144,1,1,0,0,0,0,1,0,0
GO:0015187,0,0,0,0,0,0,0,0,1
GO:0046324,1,0,0,1,0,0,1,0,0
GO:1904376,1,0,0,0,0,1,1,0,0
GO:1903077,1,0,0,0,0,1,1,0,0
GO:0070584,1,0,0,0,0,0,1,0,0
GO:0046325,1,0,0,1,0,0,1,0,0
GO:0010829,1,0,0,1,0,0,1,0,0
GO:0042306,1,0,0,0,0,0,1,0,0
GO:0055035,1,0,0,0,0,0,0,0,0
GO:0042651,1,0,0,0,0,0,0,0,0
GO:0042170,1,0,0,0,0,0,0,1,0
GO:0034357,1,0,0,0,0,0,0,0,0
GO:0031976,1,0,0,0,0,0,0,0,0
GO:0009535,1,0,0,0,0,0,0,0,0
GO:0009534,1,0,0,0,0,0,0,0,0
GO:0043528,0,0,0,0,0,0,0,0,1
GO:0033130,1,0,1,0,0,1,0,0,0
GO:0007271,1,0,1,0,0,1,0,0,0
GO:0010342,0,0,0,0,0,0,1,0,0
GO:0009960,0,0,0,0,0,0,1,0,0
GO:0007349,0,0,0,0,0,0,1,0,0
GO:0005880,0,0,0,0,0,0,1,0,0
GO:0016553,0,0,0,0,0,1,0,0,0
GO:0006382,0,0,0,0,0,1,0,0,0
GO:0002100,0,0,0,0,0,1,0,0,0
GO:0042629,0,0,0,0,0,1,0,0,1
GO:0045547,2,0,0,0,0,0,0,0,0
GO:0046465,1,0,0,0,0,0,0,0,0
GO:0006490,1,0,0,0,0,0,0,0,0
GO:0006489,1,0,0,0,0,0,0,0,0
GO:0006488,1,0,0,0,0,0,0,0,0
GO:0090277,1,0,0,0,0,0,0,1,0
GO:0002793,2,0,0,0,0,0,0,1,0
GO:0060263,1,0,0,0,0,0,1,0,2
GO:0030389,1,1,0,0,0,0,1,0,0
GO:0009524,1,0,0,0,0,1,0,0,0
GO:0032222,0,0,0,0,0,0,0,0,1
GO:0051447,1,0,0,0,0,2,0,0,0
GO:0051445,1,0,0,0,0,2,0,0,0
GO:0045835,1,0,0,0,0,1,0,0,0
GO:0040020,1,0,0,0,0,1,0,0,0
GO:0033313,1,0,0,0,0,1,0,0,0
GO:0060629,1,0,0,0,0,1,0,0,0
GO:0051598,1,0,0,0,0,1,0,0,0
GO:0042138,1,0,0,0,0,1,0,0,0
GO:0015949,1,0,0,0,0,0,0,0,0
GO:0008700,1,0,0,0,0,0,0,0,0
GO:0046487,1,0,0,0,0,0,0,0,0
GO:0046185,1,0,0,0,0,0,0,0,0
GO:0009436,1,0,0,0,0,0,0,0,0
GO:2000053,1,0,0,0,0,0,0,0,2
GO:0060827,1,0,0,0,0,0,0,0,1
GO:0060061,1,0,0,0,0,0,0,0,1
GO:0031128,1,0,0,0,0,0,0,0,1
GO:0010718,1,0,0,0,0,0,1,0,0
GO:0010715,1,0,0,0,0,0,1,0,0
GO:0002011,1,0,0,0,0,1,0,0,0
GO:0031969,0,0,0,0,0,0,0,1,0
GO:0009707,0,0,0,0,0,0,0,1,0
GO:0009527,0,0,0,0,0,0,0,1,0
GO:0004312,1,0,0,0,0,0,0,0,0
GO:2000369,0,0,0,0,0,1,0,1,0
GO:0045026,0,0,0,0,0,0,1,0,0
GO:0007342,0,0,0,0,0,0,1,0,0
GO:0098635,0,1,0,0,0,0,1,0,0
GO:0034511,1,0,0,0,0,0,1,0,0
GO:0034471,1,0,0,0,0,0,1,0,0
GO:0000967,1,0,0,0,0,0,1,0,0
GO:0000480,1,0,0,0,0,0,1,0,0
GO:0000472,1,0,0,0,0,0,1,0,0
GO:0000466,1,0,0,0,0,0,1,0,0
GO:0000462,1,0,0,0,0,0,1,0,0
GO:0000460,1,0,0,0,0,0,1,0,0
GO:0000447,1,0,0,0,0,0,1,0,0
GO:0030692,1,0,0,0,0,0,1,0,0
GO:0030689,1,0,0,0,0,0,1,0,0
GO:0030686,1,0,0,0,0,1,1,0,0
GO:0035800,1,0,0,0,0,0,1,0,0
GO:2000727,1,0,0,0,0,0,1,0,0
GO:2000725,1,0,0,0,0,0,1,0,0
GO:2000637,1,0,0,0,0,0,1,0,0
GO:2000636,1,0,0,0,0,0,1,0,0
GO:2000634,1,0,0,0,0,0,1,0,0
GO:2000629,1,0,0,0,0,0,1,0,0
GO:1905209,1,0,0,0,0,0,1,0,0
GO:1905207,1,0,0,0,0,0,1,0,0
GO:1903800,1,0,0,0,0,0,1,0,0
GO:1903798,1,0,0,0,0,0,1,0,0
GO:1903054,1,0,0,0,0,0,1,0,0
GO:1902894,1,0,0,0,0,0,1,0,0
GO:1902462,1,0,0,0,0,0,1,0,0
GO:1902460,1,0,0,0,0,0,1,0,0
GO:1901862,1,0,0,0,0,0,2,1,0
GO:1901203,1,0,0,0,0,0,1,0,0
GO:1901201,1,0,0,0,0,0,1,0,0
GO:1900370,1,0,0,0,0,0,1,0,0
GO:1900126,1,0,0,0,0,0,1,0,0
GO:1900125,1,0,0,0,0,0,1,0,0
GO:0097709,1,0,0,0,0,0,1,0,0
GO:0090594,1,0,0,0,0,0,1,0,0
GO:0071404,1,0,0,0,0,0,1,0,0
GO:0071402,1,0,0,0,0,0,1,0,0
GO:0070920,1,0,0,0,0,0,1,0,0
GO:0060964,1,0,0,0,0,0,1,0,0
GO:0060391,1,0,0,0,0,0,1,0,0
GO:0060312,1,0,0,0,0,0,1,0,0
GO:0060148,1,0,0,0,0,0,1,0,0
GO:0055094,1,0,0,0,0,0,1,0,0
GO:0051155,1,0,0,0,0,0,1,0,0
GO:0051153,1,0,0,0,0,0,1,0,0
GO:0051149,1,0,0,0,0,0,1,0,0
GO:0051147,1,0,0,0,0,0,1,0,0
GO:0048771,1,0,0,0,0,0,1,0,0
GO:0048661,1,1,0,0,0,0,2,0,0
GO:0048660,1,1,0,0,0,0,2,0,0
GO:0048642,1,0,0,0,0,0,1,0,0
GO:0045953,1,0,0,0,0,0,1,0,0
GO:0045912,1,0,0,0,0,0,1,0,0
GO:0043117,1,0,0,0,0,0,1,0,0
GO:0042307,1,0,0,0,0,0,1,0,0
GO:0032885,1,0,0,0,0,0,1,0,0
GO:0032881,1,0,0,0,0,0,1,0,0
GO:0032801,1,0,0,0,0,0,1,0,0
GO:0032740,1,0,0,0,0,0,1,0,0
GO:0031293,1,0,0,0,0,0,1,0,0
GO:0010936,1,0,0,0,0,0,1,0,0
GO:0010935,1,0,0,0,0,0,1,0,0
GO:0010763,1,0,0,0,0,0,1,0,0
GO:0010716,1,0,0,0,0,0,1,0,0
GO:0010575,1,0,0,0,0,0,1,0,0
GO:0010574,1,0,0,0,0,0,1,0,0
GO:0002859,1,0,0,0,0,0,1,0,0
GO:0002856,1,0,0,0,0,0,1,0,0
GO:0002838,1,0,0,0,0,0,1,0,0
GO:0002835,1,0,0,0,0,0,1,0,0
GO:0002719,1,0,0,0,0,0,1,0,0
GO:0002716,1,0,0,0,0,0,1,0,0
GO:0002248,1,0,0,0,0,0,1,0,0
GO:0002246,1,0,0,0,0,0,1,0,0
GO:0001911,1,0,0,0,0,0,1,0,0
GO:0033059,0,0,1,0,0,0,0,0,0
GO:0045947,0,0,0,0,0,1,0,0,0
GO:0040034,0,0,0,0,0,1,0,0,0
GO:0032433,1,0,0,0,0,0,0,0,0
GO:0051455,1,0,0,0,0,0,0,0,0
GO:0051316,1,0,0,0,0,0,0,0,0
GO:0007419,1,0,0,0,0,0,0,0,0
GO:1905145,0,0,0,0,0,1,0,0,0
GO:1905144,0,0,0,0,0,1,0,0,0
GO:0098926,0,0,0,0,0,1,0,0,0
GO:0095500,0,0,0,0,0,1,0,0,0
GO:0035094,0,0,0,0,0,1,0,0,0
GO:0009733,0,0,0,0,0,0,1,0,0
GO:0015658,0,0,0,0,0,0,0,1,0
GO:0015188,0,0,0,0,0,0,0,1,0
GO:0015190,0,0,0,0,0,0,0,1,0
GO:0015803,0,0,0,0,0,0,0,1,0
GO:0015818,0,0,0,0,0,0,0,1,0
GO:0015820,0,0,0,0,0,0,0,1,0
GO:1901185,1,0,0,0,0,0,0,0,0
GO:0008340,0,0,1,0,0,0,0,0,0
GO:0097386,0,0,0,0,0,1,0,2,0
GO:0016593,1,0,0,0,0,1,1,0,0
GO:0097528,1,1,0,0,0,0,0,0,0
GO:0043687,0,1,0,0,0,0,1,0,1
GO:2000463,0,1,0,0,0,0,0,0,0
GO:1905383,0,1,0,0,0,0,0,0,0
GO:0140231,0,1,0,0,0,0,0,0,0
GO:0099641,0,1,0,0,0,0,0,0,0
GO:0099640,0,1,0,0,0,0,0,0,0
GO:0099118,0,1,0,0,0,0,0,0,0
GO:0098840,0,1,0,0,0,0,0,0,0
GO:0008089,0,1,0,0,0,0,0,0,0
GO:0007613,0,1,0,0,0,0,0,0,0
GO:0098685,0,1,0,0,0,0,0,0,0
GO:0031420,1,0,0,0,0,0,0,0,0
GO:0034464,1,0,0,0,0,0,1,0,0
GO:0050337,1,0,0,0,0,0,0,0,0
GO:0070221,1,0,0,0,0,0,0,0,0
GO:0019418,1,0,0,0,0,0,0,0,0
GO:0075136,1,0,0,0,0,0,1,0,0
GO:0052572,1,0,0,0,0,0,1,0,0
GO:0052200,1,0,0,0,0,0,1,0,0
GO:0052173,1,0,0,0,0,0,1,0,0
GO:0042783,1,0,0,0,0,0,1,0,0
GO:0020033,1,0,0,0,0,0,1,0,0
GO:2000409,3,0,0,0,0,0,0,0,0
GO:2000407,3,0,0,0,0,0,0,0,0
GO:2000406,3,1,0,0,0,0,1,0,0
GO:2000404,3,1,0,0,0,0,1,0,0
GO:2000403,3,1,0,0,0,0,1,0,0
GO:2000401,3,1,0,0,0,0,1,0,0
GO:0050904,3,0,0,0,0,0,0,0,0
GO:0106057,0,0,0,0,0,1,0,0,0
GO:0106056,0,0,0,0,0,1,0,0,0
GO:0070885,0,0,0,0,0,1,0,0,0
GO:0070884,0,0,0,0,0,1,0,0,0
GO:0055002,0,0,0,0,0,1,0,0,0
GO:0050849,0,0,0,0,0,1,0,0,0
GO:0045214,0,0,0,0,0,1,0,0,0
GO:0043503,0,0,0,0,0,1,0,0,0
GO:0043501,0,0,0,0,0,1,0,0,0
GO:0031032,0,0,0,0,0,1,0,0,0
GO:0030239,0,0,0,0,0,1,0,0,0
GO:0014888,0,0,0,0,0,1,0,0,0
GO:0048753,0,0,1,0,0,0,0,0,0
GO:0033238,1,0,0,0,0,0,0,1,1
GO:0006521,1,0,0,0,0,0,0,1,0
GO:0009640,0,0,0,0,0,0,0,0,1
GO:0009639,0,0,0,0,0,0,0,0,1
GO:2000306,0,0,0,0,0,0,0,0,1
GO:2000030,0,0,0,0,0,0,0,0,1
GO:0097167,0,0,0,0,0,0,0,0,1
GO:0048582,0,0,0,0,0,0,0,0,1
GO:0048580,0,0,0,0,0,0,0,0,1
GO:0010099,0,0,0,0,0,0,0,0,1
GO:0007631,0,1,0,0,0,0,0,0,1
GO:0009218,0,2,1,0,0,0,0,0,0
GO:0007220,0,0,1,0,0,0,0,0,0
GO:1902041,0,0,0,0,0,0,1,0,0
GO:0060761,1,0,0,0,0,0,0,1,0
GO:0010804,1,0,0,0,0,0,0,1,0
GO:0001960,1,0,0,0,0,0,0,1,0
GO:0070914,1,0,0,0,0,0,1,0,0
GO:0031465,1,0,0,0,0,0,1,0,0
GO:1902036,2,0,0,0,0,0,0,0,0
GO:0031996,0,0,0,0,0,1,0,0,0
GO:0005164,0,0,0,0,0,1,0,0,0
GO:0017022,0,0,0,0,0,1,0,0,0
GO:0003160,0,0,0,0,0,0,0,0,1
GO:0003157,0,0,0,0,0,0,0,0,1
GO:0140448,0,0,0,0,0,0,1,0,0
GO:0016486,0,0,0,0,0,0,1,0,0
GO:0045471,0,0,0,0,0,0,1,0,0
GO:0070876,0,0,0,0,0,1,0,0,0
GO:0004750,1,0,0,0,0,0,0,0,0
GO:0033628,0,1,0,0,0,0,1,0,0
GO:0032417,0,1,0,0,0,0,1,0,0
GO:0032415,0,1,0,0,0,0,1,0,0
GO:0140933,0,0,0,0,0,1,1,0,0
GO:0140818,0,0,0,0,0,1,1,0,0
GO:0050897,0,0,0,0,0,1,1,0,0
GO:0060042,0,0,0,0,0,0,0,1,0
GO:0048593,1,0,0,0,0,1,0,1,0
GO:0010842,0,0,0,0,0,0,0,1,0
GO:0034472,0,0,0,0,0,1,0,1,0
GO:0016180,0,0,0,0,0,1,0,1,0
GO:0051289,0,0,0,0,0,0,0,0,1
GO:0048635,0,0,0,0,0,0,1,1,0
GO:0048634,0,0,0,0,0,0,1,1,0
GO:0045843,0,0,0,0,0,0,1,1,0
GO:0016202,0,0,0,0,0,0,1,1,0
GO:0061041,1,0,0,0,0,0,1,0,2
GO:1901570,0,0,0,0,0,1,0,0,0
GO:0010166,0,0,0,0,0,1,0,0,0
GO:0010025,0,0,0,0,0,1,0,0,0
GO:2001045,1,0,0,0,0,1,0,0,0
GO:0061386,1,0,0,0,0,1,0,0,0
GO:0060900,1,0,0,0,0,1,0,0,0
GO:0048596,1,0,0,0,0,1,0,0,0
GO:0048484,1,0,0,0,0,1,0,0,0
GO:0048483,1,0,0,0,0,1,0,0,0
GO:0048048,1,0,0,0,0,1,0,0,0
GO:0031076,1,0,0,0,0,1,0,0,0
GO:0002072,1,0,0,0,0,1,0,0,0
GO:0030101,1,0,0,0,0,0,0,1,0
GO:0001757,0,0,0,0,0,0,1,0,0
GO:0097110,0,0,0,0,0,0,0,0,1
GO:0031466,0,1,0,0,0,0,1,0,1
GO:0046660,1,0,0,0,0,1,0,0,0
GO:0046545,1,0,0,0,0,1,0,0,0
GO:0008585,1,0,0,0,0,1,0,0,0
GO:0001779,1,0,0,0,0,0,0,1,0
GO:0017129,0,1,0,0,0,0,0,0,0
GO:1905885,0,1,0,0,0,0,0,0,0
GO:1905883,0,1,0,0,0,0,0,0,0
GO:1904731,0,1,0,0,0,0,0,0,0
GO:1904729,0,1,0,0,0,0,0,0,0
GO:1904480,0,1,0,0,0,0,0,0,0
GO:1904478,0,1,0,0,0,0,0,0,0
GO:1901508,0,1,0,0,0,0,0,0,0
GO:1901506,0,1,0,0,0,0,0,0,0
GO:0071481,0,1,0,0,0,0,0,0,0
GO:0060456,0,1,0,0,0,0,0,0,0
GO:0071346,0,1,0,0,0,0,2,0,0
GO:0010228,1,0,0,0,0,0,0,0,0
GO:0071501,0,0,0,0,0,0,0,0,1
GO:0032933,0,0,0,0,0,0,0,0,1
GO:0006991,0,0,0,0,0,0,0,0,1
GO:1990930,1,0,1,0,0,0,1,0,0
GO:0043734,1,0,1,0,0,0,1,0,0
GO:0008198,1,0,1,0,0,1,1,1,0
GO:0098531,1,1,0,0,0,0,0,1,0
GO:0004879,1,0,0,0,0,0,0,1,0
GO:0038181,1,0,0,0,0,0,0,1,0
GO:0032052,1,0,0,0,0,0,0,1,0
GO:1903556,1,0,0,0,0,0,0,1,0
GO:0032720,1,0,0,0,0,0,0,1,0
GO:0031670,1,0,0,0,0,0,0,1,0
GO:0032692,1,0,0,0,0,0,0,1,0
GO:0035774,1,0,0,0,0,0,0,1,0
GO:0032024,1,0,0,0,0,0,0,1,0
GO:2001250,1,0,0,0,0,0,0,1,0
GO:2001248,1,0,0,0,0,0,0,1,0
GO:2000213,1,0,0,0,0,0,0,1,0
GO:2000211,1,0,0,0,0,0,0,1,0
GO:1904179,1,0,0,0,0,0,0,1,0
GO:1904177,1,0,0,0,0,0,0,1,0
GO:1903314,1,0,0,0,0,0,0,1,0
GO:0140894,1,0,0,0,0,0,0,1,0
GO:0090294,1,0,0,0,0,0,0,1,0
GO:0090293,1,0,0,0,0,0,0,1,0
GO:0071638,1,0,0,0,0,0,0,1,0
GO:0071637,2,0,0,0,0,0,1,1,2
GO:0070328,1,0,0,0,0,0,0,1,0
GO:0055090,1,0,0,0,0,0,0,1,0
GO:0055089,1,0,0,0,0,0,0,1,0
GO:0045848,1,0,0,0,0,0,0,1,0
GO:0045764,1,0,0,0,0,0,0,1,0
GO:0038183,1,0,0,0,0,0,0,1,0
GO:0034255,1,0,0,0,0,0,0,1,0
GO:0034162,1,0,0,0,0,0,0,1,0
GO:0033240,1,0,0,0,0,0,0,1,1
GO:0032715,1,0,0,0,0,0,0,1,0
GO:0032682,1,0,0,0,0,0,0,1,0
GO:0010903,1,0,0,0,0,0,0,1,0
GO:0010901,1,0,0,0,0,0,0,1,0
GO:0008206,1,0,0,0,0,0,0,1,0
GO:0006808,1,0,0,0,0,0,0,1,0
GO:0001678,1,0,0,0,0,0,0,1,0
GO:0001080,1,0,0,0,0,0,0,1,0
GO:0001079,1,0,0,0,0,0,0,1,0
GO:0000820,1,0,0,0,0,0,0,1,0
GO:0046848,1,0,0,0,0,0,0,0,0
GO:0031402,1,0,0,0,0,0,0,0,0
GO:0009449,0,0,0,0,0,0,0,0,1
GO:0009448,0,0,0,0,0,0,0,0,1
GO:0042136,0,0,0,0,0,0,0,0,1
GO:0140793,0,0,0,0,0,0,0,1,0
GO:0140792,0,0,0,0,0,0,0,1,0
GO:0140789,0,0,0,0,0,0,0,1,0
GO:0022617,1,1,0,0,0,0,1,0,0
GO:0051503,1,0,0,0,0,0,1,0,0
GO:0015865,1,0,0,0,0,0,1,0,0
GO:0006862,1,0,0,0,0,0,1,0,0
GO:1900017,1,0,0,0,0,0,1,0,2
GO:1900015,1,0,0,0,0,0,1,0,2
GO:0004745,0,0,0,0,0,1,0,0,0
GO:0018214,1,0,0,0,0,0,1,0,0
GO:0017187,1,0,0,0,0,0,1,0,0
GO:1900087,0,1,0,0,0,0,1,0,0
GO:0090271,0,1,0,0,0,0,1,0,0
GO:0090270,0,1,0,0,0,0,1,0,0
GO:0071673,0,1,0,0,0,0,1,0,0
GO:0071672,0,1,0,0,0,0,1,0,0
GO:0071671,0,1,0,0,0,0,1,0,0
GO:0050922,0,1,0,0,0,0,1,0,0
GO:0048662,0,1,0,0,0,0,1,0,0
GO:0030041,0,1,0,0,0,0,1,0,0
GO:0014912,0,1,0,0,0,0,1,0,0
GO:0014911,0,1,0,0,0,0,1,0,0
GO:0014910,0,1,0,0,0,0,1,0,0
GO:0061620,0,0,0,0,0,0,1,0,0
GO:0061615,0,0,0,0,0,0,1,0,0
GO:0016139,1,0,0,0,0,0,1,0,0
GO:0016137,1,0,0,0,0,0,1,0,0
GO:0048367,0,0,0,0,0,0,0,0,1
GO:0015215,0,0,0,0,0,0,0,0,1
GO:0080164,1,1,0,0,0,0,1,0,2
GO:0045428,1,0,0,0,0,0,1,0,2
GO:1904407,1,1,0,0,0,0,1,0,2
GO:0045348,0,1,0,0,0,0,0,0,0
GO:0045346,0,1,0,0,0,0,0,0,0
GO:0035781,0,1,0,0,0,0,0,0,0
GO:0035780,0,1,0,0,0,0,0,0,0
GO:0003228,0,0,0,0,0,1,0,0,0
GO:0008747,0,0,0,0,0,0,0,1,0
GO:0032655,1,0,0,0,0,0,1,0,2
GO:1903431,1,0,0,0,0,0,1,0,2
GO:1903036,1,0,0,0,0,0,1,0,2
GO:0090303,1,0,0,0,0,0,1,0,2
GO:0071639,1,0,0,0,0,0,1,0,2
GO:0071322,1,0,0,0,0,0,1,0,2
GO:0060267,1,0,0,0,0,0,1,0,2
GO:0045429,1,0,0,0,0,0,1,0,2
GO:0032735,1,0,0,0,0,0,1,0,2
GO:0009756,1,0,0,0,0,0,1,0,2
GO:1903017,1,0,0,0,0,0,1,0,0
GO:1903015,1,0,0,0,0,0,1,0,0
GO:1901805,1,0,0,0,0,0,1,0,0
GO:1901804,1,0,0,0,0,0,1,0,0
GO:0006680,1,0,0,0,0,0,1,0,0
GO:0160009,1,0,0,0,0,0,0,0,1
GO:0160008,1,0,0,0,0,0,0,0,1
GO:0043367,1,0,0,0,0,0,0,0,0
GO:0035710,1,0,0,0,0,0,0,0,0
GO:0002361,1,0,0,0,0,0,0,0,0
GO:0048737,0,0,0,0,0,0,1,0,0
GO:0048707,0,0,0,0,0,0,1,0,0
GO:0035218,0,0,0,0,0,0,1,0,0
GO:0035215,0,0,0,0,0,0,1,0,0
GO:0035120,0,0,0,0,0,0,1,0,0
GO:0035114,0,0,0,0,0,0,1,0,0
GO:0007560,0,0,0,0,0,0,1,0,0
GO:0007552,0,0,0,0,0,0,1,0,0
GO:0002165,0,0,0,0,0,0,1,0,0
GO:1990984,0,0,0,0,0,1,0,1,0
GO:0071444,0,0,0,0,0,1,0,0,0
GO:0032005,0,0,0,0,0,1,0,0,0
GO:0031139,0,0,0,0,0,1,0,0,0
GO:0031137,0,0,0,0,0,1,0,0,0
GO:0019236,0,0,0,0,0,1,0,0,0
GO:0000753,0,0,0,0,0,1,0,0,0
GO:0000750,0,0,0,0,0,1,0,0,0
GO:0000749,0,0,0,0,0,1,0,0,0
GO:0000747,0,0,0,0,0,1,0,0,0
GO:0051028,1,0,0,0,0,2,1,0,0
GO:0006406,1,0,0,0,0,1,1,0,0
GO:0015216,0,0,0,0,0,0,0,0,1
GO:0005346,0,0,0,0,0,0,0,0,1
GO:0000295,0,0,0,0,0,0,0,0,1
GO:0046964,0,0,0,0,0,0,0,0,1
GO:0046790,1,0,0,0,0,1,1,0,0
GO:0008227,1,0,1,0,0,0,0,0,0
GO:0043137,0,0,0,0,0,1,0,0,0
GO:0033567,0,0,0,0,0,1,0,0,0
GO:0006273,0,0,0,0,0,1,0,0,0
GO:0044565,0,0,0,0,0,0,0,0,2
GO:0007249,0,0,0,0,0,0,0,0,2
GO:1902044,0,0,0,0,0,0,1,0,0
GO:0060333,0,0,0,0,0,0,1,0,0
GO:0046826,0,0,0,0,0,0,1,0,0
GO:0046825,0,0,0,0,0,0,1,0,0
GO:0046823,0,0,0,0,0,0,1,0,0
GO:0046782,0,0,0,0,0,0,1,0,0
GO:0042772,0,0,0,0,0,0,1,0,0
GO:0032897,0,0,0,0,0,0,1,0,0
GO:0006978,0,0,0,0,0,0,1,0,0
GO:0009220,0,2,1,0,0,0,0,0,0
GO:0046049,0,2,1,0,0,0,0,0,0
GO:0044206,0,2,1,0,0,0,0,0,0
GO:0032262,0,2,1,0,0,0,0,0,0
GO:0010138,0,2,1,0,0,0,0,0,0
GO:0009174,0,2,1,0,0,0,0,0,0
GO:0009173,0,2,1,0,0,0,0,0,0
GO:0006222,0,2,1,0,0,0,0,0,0
GO:0004658,0,0,1,0,0,0,0,0,0
GO:0003989,0,0,1,0,0,0,0,0,0
GO:0015977,0,0,1,0,0,0,0,0,0
GO:0009317,0,0,1,0,0,0,0,0,0
GO:0009274,0,0,1,0,0,0,0,0,0
GO:0005618,0,0,1,0,0,0,0,0,0
GO:0038065,0,1,0,0,0,0,1,0,0
GO:0072313,1,0,0,0,0,0,0,0,0
GO:0072312,1,0,0,0,0,0,0,0,0
GO:0072249,1,0,0,0,0,0,0,0,0
GO:0072248,1,0,0,0,0,0,0,0,0
GO:0072244,1,0,0,0,0,0,0,0,0
GO:0072243,1,0,0,0,0,0,0,0,0
GO:0072207,1,0,0,0,0,0,0,0,0
GO:0036057,1,0,0,0,0,0,0,0,0
GO:0036056,1,0,0,0,0,0,0,0,0
GO:0006515,0,0,0,0,0,0,0,0,1
GO:0038172,0,0,0,0,0,0,0,0,1
GO:0016174,2,0,0,0,0,0,0,0,0
GO:0042455,0,0,0,0,0,0,0,0,1
GO:0034404,0,0,0,0,0,0,0,0,1
GO:0009163,0,0,0,0,0,0,0,0,1
GO:0046129,0,0,0,0,0,0,0,0,1
GO:0043174,0,0,0,0,0,0,0,0,1
